,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,adrar,20.5,-10.07,84.15,19,0,8.48,MR,1602907478
385,lazaro cardenas,17.96,-102.2,79.81,85,99,3.53,MX,1602907478
386,gravelbourg,49.88,-106.55,32.83,89,100,9.69,CA,1602907478
387,kaberamaido,1.74,33.16,65.64,94,95,1.81,UG,1602907479
388,mocuba,-16.84,36.99,70.57,82,81,3.38,MZ,1602907479
389,adilabad,19.67,78.53,82.18,74,74,2.1,IN,1602907479
390,wawa,9.9,4.42,75.25,83,78,5.21,NG,1602907479
391,sergeyevka,53.88,67.42,52.83,48,100,19.33,KZ,1602907479
392,fukue,32.69,128.84,69.8,56,40,17.22,JP,1602907479
393,kidal,18.44,1.41,83.48,15,0,7.52,ML,1602907479
394,sukhaya buyvola,45.15,43.0,57.2,67,0,2.24,RU,1602907479
395,mehamn,71.04,27.85,35.47,81,100,10.98,NO,1602907480
396,shache,38.42,77.24,59.95,29,0,1.43,CN,1602907480
397,cayenne,4.93,-52.33,75.2,94,64,9.6,GF,1602907246
398,urkarakh,42.16,47.63,54.72,41,0,4.99,RU,1602907480
399,bonthe,7.53,-12.51,77.36,85,80,1.72,SL,1602907480
400,mayna,54.11,47.62,37.4,78,81,9.06,RU,1602907480
401,port-gentil,-0.72,8.78,77.07,82,100,11.03,GA,1602907480
402,katsuura,35.13,140.3,55.0,92,100,4.0,JP,1602907481
403,kharp,66.8,65.81,29.3,94,100,13.85,RU,1602907481
404,te anau,-45.42,167.72,51.17,70,58,2.1,NZ,1602907481
405,salalah,17.02,54.09,73.4,53,20,2.24,OM,1602907481
406,waingapu,-9.66,120.26,87.67,49,69,10.2,ID,1602907481
407,khandyga,62.67,135.6,21.56,84,9,1.88,RU,1602907481
408,gillette,44.29,-105.5,48.0,65,90,3.96,US,1602907200
409,rudnogorsk,57.26,103.75,30.27,91,100,9.26,RU,1602907481
410,sept-iles,50.2,-66.38,46.4,100,90,2.24,CA,1602907460
411,kinsale,51.71,-8.53,45.0,87,15,9.17,IE,1602907481
412,zhangjiakou,40.81,114.88,56.55,32,0,8.95,CN,1602907482
413,patti,31.28,74.86,77.0,57,0,2.39,IN,1602907482
414,svetlyy,54.67,20.13,43.0,87,75,6.71,RU,1602907482
415,mrakovo,52.72,56.62,52.9,79,100,16.02,RU,1602907482
416,lorengau,-2.02,147.27,84.36,75,97,8.01,PG,1602907482
417,port lincoln,-34.73,135.87,56.34,63,100,11.88,AU,1602907482
418,half moon bay,37.46,-122.43,78.8,23,90,6.93,US,1602907482
419,khunti,23.08,85.28,78.8,83,0,2.73,IN,1602907483
420,kaniama,-7.57,24.18,64.6,94,10,0.65,CD,1602907483
421,norsup,-16.07,167.38,84.2,70,75,8.05,VU,1602907483
422,sambava,-14.27,50.17,73.81,74,4,9.22,MG,1602907483
423,moussoro,13.64,16.49,83.46,27,50,1.9,TD,1602907483
424,ialibu,-6.28,143.99,64.78,94,100,2.57,PG,1602907483
425,chicama,-7.84,-79.15,62.89,82,51,3.83,PE,1602907483
426,verkhnevilyuysk,63.45,120.32,22.95,87,56,9.04,RU,1602907484
427,hofn,64.25,-15.21,42.71,84,100,12.28,IS,1602907484
428,malko tarnovo,41.98,27.53,64.0,82,100,3.36,BG,1602907341
429,vazhiny,60.96,34.02,31.24,97,29,3.65,RU,1602907484
430,opportunity,47.65,-117.24,60.01,70,54,4.0,US,1602907484
431,gao,16.64,1.64,86.23,18,3,3.22,ML,1602907484
432,ustye,59.63,39.74,34.45,91,92,6.96,RU,1602907484
433,poya,-21.35,165.15,72.93,73,48,12.68,NC,1602907484
434,solnechnyy,50.72,136.63,42.82,59,68,9.53,RU,1602907485
435,opuwo,-18.06,13.84,63.93,56,44,2.42,NA,1602907485
436,petropavlovsk-kamchatskiy,53.05,158.65,46.4,45,40,11.18,RU,1602907366
437,hambantota,6.12,81.12,84.2,70,40,10.29,LK,1602907485
438,ponta delgada,37.73,-25.67,62.6,77,20,9.17,PT,1602907472
439,fare,-16.7,-151.02,79.63,78,48,7.45,PF,1602907485
440,doha,25.29,51.53,84.0,61,0,4.7,QA,1602907439
441,meulaboh,4.14,96.13,84.74,66,90,5.19,ID,1602907485
442,odweyne,9.41,45.06,76.01,36,0,4.94,SO,1602907485
443,athabasca,54.72,-113.29,22.19,75,17,9.24,CA,1602907205
444,sao joao da barra,-21.64,-41.05,68.92,82,100,10.51,BR,1602907486
445,crotone,39.09,17.12,61.02,58,0,5.26,IT,1602907486
446,busayra,30.74,35.61,53.89,67,0,1.9,JO,1602907486
447,constitucion,-35.33,-72.42,52.14,91,7,1.54,CL,1602907486
448,victor harbor,-35.57,138.62,59.0,64,90,1.01,AU,1602907486
449,revda,56.8,59.93,44.6,100,90,6.71,RU,1602907486
450,byron bay,-28.65,153.62,86.0,57,56,19.46,AU,1602907486
451,saint-augustin,51.23,-58.65,45.84,92,11,4.03,CA,1602907486
452,blyth,55.13,-1.51,48.0,93,100,5.82,GB,1602907487
453,sitka,57.05,-135.33,46.4,75,75,9.17,US,1602907487
454,roebourne,-20.78,117.13,89.96,25,0,17.47,AU,1602907487
455,nokaneng,-19.67,22.27,65.57,29,49,8.9,BW,1602907487
456,salvador,13.83,-88.92,75.2,94,40,4.7,SV,1602907218
457,baykit,61.67,96.37,28.38,95,100,7.27,RU,1602907487
458,vila franca do campo,37.72,-25.43,62.6,77,20,9.17,PT,1602907487
459,leningradskiy,69.38,178.42,33.42,91,81,9.06,RU,1602907487
460,zabol,32.25,67.25,55.47,29,0,4.5,AF,1602907488
461,severobaykalsk,55.65,109.32,27.14,83,100,5.53,RU,1602907488
462,biak,-0.91,122.88,75.94,86,100,4.16,ID,1602907488
463,ancud,-41.87,-73.82,48.99,93,20,6.93,CL,1602907488
464,vardo,70.37,31.11,37.8,74,100,11.1,NO,1602907488
465,port hedland,-20.32,118.57,93.2,38,0,17.22,AU,1602907488
466,soke,13.6,-5.94,81.48,42,73,7.05,ML,1602907488
467,tommot,58.96,126.29,25.18,89,100,10.4,RU,1602907488
468,neepawa,50.23,-99.47,19.4,52,40,3.36,CA,1602907489
469,ormara,25.21,64.64,83.91,27,40,15.52,PK,1602907240
470,umm kaddadah,13.6,26.69,81.97,15,39,12.01,SD,1602907489
471,itacarambi,-15.1,-44.09,79.16,56,1,7.9,BR,1602907489
472,tezu,27.92,96.17,89.2,41,0,2.93,IN,1602907489
473,gloucester,51.87,-2.24,48.0,84,94,6.8,GB,1602907224
474,qandala,11.47,49.87,82.89,48,0,2.15,SO,1602907489
475,mokhotlong,-29.29,29.07,51.62,41,0,1.16,LS,1602907489
476,kutum,14.2,24.67,73.02,21,0,7.0,SD,1602907490
477,jumla,29.27,82.18,68.9,24,44,3.62,NP,1602907382
478,bud,39.45,-86.18,41.0,68,40,5.53,US,1602907490
479,tamandare,-8.76,-35.1,75.24,86,19,8.14,BR,1602907212
480,udachnyy,66.42,112.4,14.0,92,0,4.47,RU,1602907490
481,lufilufi,-13.87,-171.6,75.2,100,90,11.41,WS,1602907490
482,kudahuvadhoo,2.67,72.89,81.97,79,49,16.78,MV,1602907490
483,noumea,-22.28,166.46,77.0,57,90,17.22,NC,1602907490
484,aripuana,-9.17,-60.63,77.13,64,50,1.14,BR,1602907491
485,vrangel,42.73,133.08,52.03,47,0,7.87,RU,1602907491
486,marawi,8.0,124.29,82.99,81,53,5.01,PH,1602907491
487,maniitsoq,65.42,-52.9,40.51,94,100,42.46,GL,1602907491
488,dakar,14.69,-17.44,82.4,88,20,2.24,SN,1602907421
489,qasigiannguit,68.82,-51.19,46.4,75,100,20.8,GL,1602907491
490,puerto escondido,15.85,-97.07,80.6,69,75,4.7,MX,1602907491
491,yei,4.09,30.68,65.84,93,98,2.77,SS,1602907491
492,ust-ilimsk,58.0,102.66,30.9,91,100,9.98,RU,1602907492
493,ambilobe,-13.2,49.05,77.18,60,2,3.29,MG,1602907492
494,urucara,-2.54,-57.76,78.49,64,3,0.29,BR,1602907492
495,calamar,10.25,-74.91,77.86,91,67,5.1,CO,1602907492
496,brookings,44.31,-96.8,45.0,45,90,4.7,US,1602907492
497,san andres,12.58,-81.7,84.2,83,90,6.93,CO,1602907492
498,hanna,51.63,-111.9,24.01,86,99,10.0,CA,1602907357
499,gizo,-8.1,156.84,84.87,69,82,6.6,SB,1602907492
500,cabra,37.47,-4.44,51.01,64,4,3.06,ES,1602907492
501,ligayan,4.65,119.47,82.85,79,100,13.56,PH,1602907493
502,sulangan,11.14,123.72,83.97,72,74,7.31,PH,1602907493
503,ucluelet,48.93,-125.55,55.0,92,97,5.39,CA,1602907493
504,nyalikungu,-3.18,33.78,66.85,57,0,6.11,TZ,1602907493
505,aranos,-24.13,19.12,68.88,29,62,12.5,NA,1602907493
506,gravdal,68.12,13.5,40.55,84,100,19.82,NO,1602907493
507,santa maria da boa vista,-8.81,-39.83,70.47,76,0,13.91,BR,1602907493
508,tiznit,29.58,-9.5,55.9,77,100,1.79,MA,1602907493
509,oga,46.46,10.35,46.99,92,75,1.12,IT,1602907493
510,sao felix do xingu,-6.64,-51.99,75.92,56,37,0.76,BR,1602907494
511,kushmurun,52.45,64.63,55.31,43,100,19.28,KZ,1602907494
512,mount gambier,-37.83,140.77,57.2,62,90,19.46,AU,1602907494
513,perelyub,51.87,50.37,53.38,80,94,12.08,RU,1602907494
514,dicabisagan,17.08,122.42,79.21,86,100,7.67,PH,1602907494
515,husavik,66.04,-17.34,37.4,93,90,8.05,IS,1602907473
516,tual,-5.67,132.75,81.01,79,100,13.06,ID,1602907494
517,creston,41.06,-94.36,48.2,39,90,9.17,US,1602907494
518,moses lake,47.13,-119.28,64.4,55,1,10.29,US,1602907495
519,senanga,-16.12,23.27,66.56,45,0,5.44,ZM,1602907495
520,alice springs,-23.7,133.88,98.6,14,40,17.22,AU,1602907272
521,taksimo,56.34,114.88,26.11,75,88,6.49,RU,1602907360
522,kholtoson,50.3,103.31,41.61,61,7,5.06,RU,1602907495
523,vilyuysk,63.76,121.62,21.52,88,24,9.48,RU,1602907495
524,santiago del estero,-27.8,-64.26,76.37,58,64,9.75,AR,1602907495
525,tiksi,71.69,128.87,26.15,98,100,8.34,RU,1602907249
526,klaksvik,62.23,-6.59,42.8,87,84,13.87,FO,1602907339
527,nelson bay,-32.72,152.15,84.2,48,73,9.17,AU,1602907496
528,misratah,32.38,15.09,72.79,70,99,16.53,LY,1602907496
529,henderson,36.04,-114.98,78.8,14,1,2.75,US,1602907232
530,macapa,0.04,-51.07,80.6,78,20,8.05,BR,1602907496
531,anyang,36.1,114.33,73.99,43,0,7.43,CN,1602907496
532,zorgo,12.25,-0.62,81.9,56,48,5.82,BF,1602907496
533,kupang,-10.17,123.58,89.6,55,20,10.29,ID,1602907497
534,tahe,52.33,124.73,32.41,88,91,12.03,CN,1602907497
535,port hardy,50.7,-127.42,50.0,81,90,10.29,CA,1602907497
536,oyama,36.3,139.8,59.0,93,90,10.29,JP,1602907497
537,arlit,18.74,7.39,86.47,14,0,5.86,NE,1602907497
538,ostersund,63.18,14.64,42.8,75,100,18.34,SE,1602907497
539,bambanglipuro,-7.95,110.28,84.99,62,96,11.3,ID,1602907498
540,la asuncion,11.03,-63.86,82.04,84,25,14.14,VE,1602907483
541,kirakira,-10.45,161.92,83.26,71,35,3.94,SB,1602907498
542,pringsewu,-5.36,104.97,86.79,64,38,6.76,ID,1602907498
543,atambua,-9.11,124.89,88.59,44,31,2.86,ID,1602907498
544,mandali,33.75,45.55,69.42,22,0,0.85,IQ,1602907498
545,merauke,-8.47,140.33,84.36,62,59,17.16,ID,1602907268
546,vokhtoga,58.81,41.05,31.15,97,4,6.69,RU,1602907498
547,raga,8.46,25.68,68.97,92,82,4.23,SS,1602907499
548,hay river,60.82,-115.8,24.8,85,90,27.51,CA,1602907499
549,kajaani,64.23,27.73,37.4,93,90,9.17,FI,1602907499
550,pangai,-19.8,-174.35,78.8,83,75,16.11,TO,1602907499
551,teguldet,57.31,88.17,44.83,75,100,13.65,RU,1602907499
552,miandrivazo,-19.52,45.47,77.2,71,0,3.11,MG,1602907499
553,nurota,40.56,65.69,50.0,57,0,4.7,UZ,1602907499
554,kolyubakino,55.67,36.53,36.0,86,20,11.18,RU,1602907499
555,domoni,-12.26,44.53,78.22,69,26,2.15,KM,1602907499
556,morros,-9.45,-46.3,79.18,34,1,3.2,BR,1602907500
557,hammerfest,70.66,23.68,33.8,74,75,23.04,NO,1602907500
558,boralday,43.36,76.86,50.0,46,0,1.92,KZ,1602907500
559,mount isa,-20.73,139.5,95.0,13,0,6.93,AU,1602907500
560,whitehorse,60.72,-135.05,17.6,44,75,11.41,CA,1602907500
561,san felipe,10.34,-68.74,72.16,85,43,4.14,VE,1602907500
562,broome,42.25,-75.83,37.4,86,1,4.7,US,1602907500
563,seoul,37.57,126.98,64.4,48,1,3.36,KR,1602907309
564,ebolowa,2.9,11.15,68.58,97,100,1.39,CM,1602907501
565,beberibe,-4.18,-38.13,78.8,78,40,8.05,BR,1602907501
566,ouallam,14.32,2.09,86.63,31,4,6.26,NE,1602907501
567,itoman,26.12,127.67,84.2,69,20,18.34,JP,1602907501
568,diu,20.71,70.98,83.1,81,100,18.95,IN,1602907501
569,salina cruz,16.17,-95.2,81.48,66,96,21.23,MX,1602907501
570,navirai,-23.07,-54.19,69.17,75,28,7.02,BR,1602907502
571,yarega,63.44,53.58,28.65,96,98,7.05,RU,1602907502
572,altay,47.87,88.12,45.86,49,0,1.99,CN,1602907502
573,wainwright,52.84,-110.86,21.99,72,87,10.09,CA,1602907502
574,bokhan,53.15,103.77,37.78,71,100,6.8,RU,1602907503
575,toila,59.42,27.5,41.18,74,76,8.63,EE,1602907503
576,moose factory,51.26,-80.61,35.6,74,90,9.17,CA,1602907503
577,aklavik,68.22,-135.01,15.8,66,20,3.36,CA,1602907503
578,tucumcari,35.17,-103.72,59.0,30,1,19.46,US,1602907503
579,repalle,16.02,80.85,82.4,83,75,6.93,IN,1602907503
580,barabai,-2.58,115.38,79.23,88,100,3.33,ID,1602907503
581,chudovo,59.12,31.68,37.18,82,72,4.07,RU,1602907504
582,purranque,-40.92,-73.17,48.2,93,90,8.05,CL,1602907504
583,bara,10.37,10.73,74.77,72,31,3.87,NG,1602907504
584,gloversville,43.05,-74.34,43.0,80,100,1.99,US,1602907504
585,gouyave,12.16,-61.73,84.2,79,20,9.17,GD,1602907504
586,ayan,56.45,138.17,39.33,67,68,2.66,RU,1602907504
587,cairns,-16.92,145.77,86.0,48,3,13.87,AU,1602907270
588,shubarkuduk,49.14,56.49,53.26,41,76,11.23,KZ,1602907504
589,barcelona,41.39,2.16,52.0,70,20,12.75,ES,1602907207
590,otane,-39.88,176.63,57.99,66,89,1.99,NZ,1602907505
